,custAge,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded_new,housing_new,loan_new,contact_new,marital_new,schooling_new,default_new,profession_new,month_new,day_of_week_new,poutcome_new
1505,29.0,1,999,0,1.4,93.918,-42.7,4.957,5228.1,999.0,0,0.0,1.0,0.0,0.0,1,8,0.0,4,7,1,1
1506,31.0,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,0.0,0.0,0.0,0.0,2,2,0.0,4,5,2,1
1507,45.0,3,999,0,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0.0,1.0,1.0,1.0,2,8,0.0,4,6,1,1
1508,34.0,5,999,0,1.4,94.465,-41.8,4.958,5228.1,999.0,0,0.0,1.0,0.0,1.0,1,5,0.0,4,6,1,1
1509,31.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,1.0,0.0,1.0,2,5,0.0,9,7,1,1
1510,31.0,3,999,0,1.4,93.444,-36.1,4.966,5228.1,999.0,0,0.0,0.0,0.0,0.0,2,8,0.0,5,8,1,1
1511,31.0,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,0.0,0.0,0.0,0.0,2,7,0.0,2,11,1,1
1512,54.0,3,999,0,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0.0,0.0,0.0,0.0,3,8,0.0,5,8,1,1
1513,31.0,1,999,0,-1.1,94.601,-49.5,0.982,4963.6,999.0,0,1.0,0.0,0.0,0.0,2,6,0.0,8,10,1,1
1514,47.0,1,999,1,-1.8,92.893,-46.2,1.344,5099.1,999.0,1,0.0,0.0,0.0,0.0,2,8,0.0,3,5,1,2
1515,32.0,1,999,0,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,5,0.0,6,8,1,1
1516,32.0,2,15,1,-1.7,94.215,-40.3,0.846,4991.6,0.5,1,0.0,1.0,0.0,0.0,1,8,0.0,6,7,1,3
1517,30.0,1,999,1,-0.1,93.2,-42.0,4.153,5195.8,999.0,3,0.0,0.0,0.0,0.0,2,5,0.0,6,11,1,2
1518,36.0,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,0.0,1.0,1.0,0.0,2,5,0.0,9,5,1,1
1519,31.0,2,999,0,1.4,93.444,-36.1,4.967,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,5,0.0,5,8,1,1
1520,41.0,17,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0,0.0,0.0,0.0,2,7,0.0,6,8,1,1
1521,54.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,0.0,0.0,0.0,2,2,0.0,2,7,1,1
1522,50.0,1,999,0,-0.1,93.2,-42.0,4.245,5195.8,999.0,0,0.0,1.0,1.0,1.0,1,4,0.0,6,11,1,1
1523,45.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,0.0,1.0,2,6,0.0,2,5,2,1
1524,39.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,1.0,0.0,1.0,2,3,0.0,4,5,1,1
1525,31.0,1,999,0,1.4,93.444,-36.1,4.967,5228.1,999.0,0,0.0,0.0,0.0,0.0,2,4,0.0,7,8,1,1
1526,24.0,2,999,0,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0.0,0.0,0.0,1.0,1,5,0.0,9,5,1,1
1527,42.0,1,999,0,1.4,93.918,-42.7,4.955,5228.1,999.0,0,0.0,0.0,0.0,1.0,2,8,0.0,6,7,1,1
1528,30.0,4,999,0,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.0,0.0,0.0,1.0,1,6,0.0,5,6,1,1
1529,31.0,2,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0,1.0,0.0,1.0,2,8,0.0,6,8,1,1
1530,31.0,4,999,0,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,0.0,0.0,0.0,1.0,3,6,0.0,9,5,2,1
1531,38.0,2,999,0,1.4,93.918,-42.7,4.961,5228.1,999.0,0,0.0,1.0,0.0,0.0,1,6,0.0,5,7,1,1
1532,31.0,1,999,0,-2.9,92.469,-33.6,1.072,5076.2,999.0,0,0.0,1.0,0.0,0.0,2,7,0.0,5,7,1,1
1533,52.0,1,2,2,-1.8,93.876,-40.0,0.668,5008.7,0.0666666666667,6,1.0,0.0,1.0,1.0,2,8,0.0,5,5,1,3
1534,31.0,2,999,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.0,0.0,0.0,0.0,2,4,0.0,4,8,1,1
1535,52.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,1.0,0.0,0.0,3,4,0.0,4,7,1,1
1536,31.0,2,999,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0.0,0.0,0.0,1.0,2,6,0.0,5,5,1,1
1537,31.0,5,999,1,-1.8,92.893,-46.2,1.299,5099.1,999.0,4,0.0,0.0,0.0,0.0,2,5,0.0,3,5,2,2
1538,28.0,1,999,0,1.4,93.918,-42.7,4.96,5228.1,999.0,0,0.0,0.0,0.0,0.0,1,3,0.0,2,7,2,1
1539,31.0,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,999.0,0,0.0,0.0,0.0,0.0,1,5,0.0,9,5,1,1
1540,31.0,1,999,0,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0,1.0,1.0,0.0,1,6,0.0,5,8,1,1
1541,37.0,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0.0,0.0,0.0,0.0,2,6,0.0,5,4,1,1
1542,35.0,9,999,0,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,0.0,0.0,0.0,0.0,2,2,0.0,4,5,1,1
1543,26.0,2,999,0,1.4,93.918,-42.7,4.957,5228.1,999.0,0,0.0,0.0,1.0,0.0,1,5,0.0,6,7,1,1
1544,31.0,5,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,0.0,1.0,1,7,0.0,1,5,1,1
1545,57.0,1,999,1,-1.8,92.893,-46.2,1.327,5099.1,999.0,2,0.0,0.0,0.0,0.0,2,3,0.0,8,5,1,2
1546,31.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,2,0.0,4,7,1,1
1547,32.0,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,999.0,0,0.0,0.0,0.0,0.0,1,4,0.0,4,5,1,1
1548,56.0,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,0.0,1.0,0.0,0.0,2,8,0.0,4,5,2,1
1549,31.0,1,999,0,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0.0,0.0,0.0,1.0,2,5,0.0,6,5,1,1
1550,35.0,1,999,0,-2.9,92.201,-31.4,0.859,5076.2,999.0,0,1.0,0.0,0.0,0.0,2,8,0.0,5,8,1,1
1551,36.0,1,4,4,-1.7,94.055,-39.8,0.748,4991.6,0.133333333333,4,0.0,1.0,1.0,0.0,2,7,0.0,6,6,1,3
1552,35.0,6,999,1,-1.8,92.893,-46.2,1.291,5099.1,999.0,4,0.0,1.0,0.0,0.0,2,8,0.0,6,5,1,2
1553,42.0,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,999.0,0,0.0,1.0,0.0,0.0,2,5,0.0,9,5,1,1
1554,34.0,5,999,1,-1.8,92.893,-46.2,1.334,5099.1,999.0,4,0.0,0.0,0.0,0.0,2,5,0.0,2,5,1,2
1555,40.0,3,999,0,1.4,94.465,-41.8,4.865,5228.1,999.0,0,0.0,1.0,0.0,1.0,1,4,0.0,4,6,2,1
1556,49.0,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0.0,1.0,0.0,0.0,2,8,0.0,6,11,1,1
1557,31.0,4,999,0,1.4,93.918,-42.7,4.961,5228.1,999.0,0,0.0,0.0,0.0,0.0,1,8,0.0,6,7,1,1
1558,55.0,1,999,0,1.1,93.994,-36.4,4.858,5191.0,999.0,0,0.0,1.0,1.0,1.0,2,5,0.0,6,5,1,1
1559,38.0,3,999,0,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0.0,0.0,0.0,1.0,1,7,0.0,5,5,1,1
1560,25.0,3,999,0,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0,0.0,0.0,0.0,2,8,0.0,5,7,1,1
1561,43.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,1.0,1.0,0.0,3,5,0.0,5,7,2,1
1562,31.0,1,999,0,-0.1,93.798,-40.4,4.912,5195.8,999.0,0,1.0,1.0,0.0,1.0,1,7,0.0,6,10,2,1
1563,31.0,1,999,0,1.4,94.465,-41.8,4.967,5228.1,999.0,0,0.0,0.0,0.0,1.0,2,6,0.0,5,6,1,1
1564,31.0,2,999,1,-1.8,92.893,-46.2,1.25,5099.1,999.0,3,1.0,1.0,0.0,0.0,1,5,0.0,6,5,1,2
1565,36.0,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0.0,0.0,0.0,0.0,2,5,0.0,3,11,1,1
1566,35.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,0.0,1.0,2,8,0.0,4,5,1,1
1567,36.0,1,6,1,-3.4,92.431,-26.9,0.739,5017.5,0.2,1,0.0,1.0,0.0,0.0,2,5,0.0,9,10,1,3
1568,33.0,2,999,1,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,0.0,1.0,0.0,0.0,3,8,0.0,6,11,1,2
1569,30.0,4,999,1,-0.1,93.2,-42.0,4.12,5195.8,999.0,1,0.0,1.0,0.0,0.0,2,5,0.0,9,11,1,2
1570,46.0,3,999,0,1.4,93.918,-42.7,4.961,5228.1,999.0,0,0.0,0.0,0.0,0.0,3,6,0.0,5,7,1,1
1571,57.0,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,1.0,1.0,0.0,0.0,3,6,0.0,3,11,1,1
1572,52.0,2,999,0,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0.0,1.0,0.0,1.0,2,4,0.0,5,5,1,1
1573,52.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,1.0,1.0,0.0,3,7,0.0,6,7,1,1
1574,44.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,1.0,0.0,1.0,2,8,0.0,3,7,2,1
1575,31.0,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,0.0,1.0,0.0,0.0,1,7,0.0,3,11,1,1
1576,31.0,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0.0,0.0,0.0,0.0,2,2,0.0,4,4,1,1
1577,29.0,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,0.0,0.0,1.0,0.0,1,5,0.0,6,5,1,1
1578,51.0,2,999,0,1.4,93.918,-42.7,4.961,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,3,0.0,5,7,1,1
1579,42.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,1.0,0.0,1.0,1,4,0.0,5,5,1,1
1580,41.0,2,999,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0.0,1.0,0.0,1.0,2,4,0.0,2,5,1,1
1581,31.0,3,999,0,1.4,93.918,-42.7,4.968,5228.1,999.0,0,0.0,1.0,0.0,0.0,1,4,0.0,4,7,1,1
1582,41.0,1,6,3,-1.1,94.199,-37.5,0.879,4963.6,0.2,12,1.0,0.0,0.0,0.0,2,5,0.0,10,9,1,3
1583,29.0,1,999,1,-1.7,94.055,-39.8,0.727,4991.6,999.0,3,1.0,1.0,0.0,0.0,2,5,0.0,6,6,1,2
1584,30.0,1,999,1,-1.8,92.893,-46.2,1.25,5099.1,999.0,4,0.0,0.0,0.0,0.0,2,7,0.0,3,5,1,2
1585,34.0,3,999,1,-1.8,92.893,-46.2,1.327,5099.1,999.0,2,0.0,1.0,1.0,0.0,2,8,0.0,4,5,1,2
1586,31.0,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,1.0,0.0,0.0,0.0,1,7,0.0,6,4,1,1
1587,38.0,2,999,0,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,0.0,0.0,0.0,0.0,3,2,0.0,4,11,1,1
1588,54.0,5,999,0,1.4,93.918,-42.7,4.968,5228.1,999.0,0,0.0,0.0,0.0,0.0,2,7,0.0,6,7,1,1
1589,32.0,1,6,3,-1.1,94.199,-37.5,0.884,4963.6,0.2,9,1.0,1.0,0.0,0.0,1,7,0.0,9,9,1,3
1590,62.0,3,999,1,-3.4,92.379,-29.8,0.781,5017.5,999.0,2,0.0,1.0,0.0,0.0,2,8,0.0,8,9,1,2
1591,22.0,2,999,0,-1.8,92.893,-46.2,1.266,5099.1,999.0,0,0.0,0.0,0.0,1.0,1,8,0.0,5,5,1,1
1592,34.0,1,999,0,1.4,93.444,-36.1,4.966,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,8,0.0,5,8,1,1
1593,37.0,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0.0,1.0,0.0,0.0,1,6,0.0,5,4,2,1
1594,36.0,2,999,0,-1.8,93.075,-47.1,1.41,5099.1,999.0,0,0.0,1.0,0.0,0.0,1,8,0.0,6,4,1,1
1595,49.0,1,999,0,-1.8,93.075,-47.1,1.479,5099.1,999.0,0,0.0,0.0,1.0,0.0,2,3,0.0,9,4,1,1
1596,30.0,1,999,0,1.4,93.918,-42.7,4.957,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,7,0.0,6,7,1,1
1597,33.0,7,999,0,1.4,93.918,-42.7,4.961,5228.1,999.0,0,0.0,1.0,0.0,1.0,2,5,0.0,9,7,1,1
1598,31.0,5,999,0,-2.9,92.963,-40.8,1.215,5076.2,999.0,0,0.0,0.0,0.0,0.0,3,2,0.0,8,6,2,1
1599,31.0,2,999,0,1.1,93.994,-36.4,4.864,5191.0,999.0,0,0.0,1.0,0.0,1.0,1,3,0.0,4,5,1,1
1600,25.0,1,999,0,-1.8,93.075,-47.1,1.415,5099.1,999.0,0,1.0,0.0,0.0,1.0,1,5,0.0,11,4,1,1
1601,26.0,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1.0,1.0,0.0,0.0,1,5,0.0,6,4,2,1
1602,32.0,1,999,0,-1.8,92.843,-50.0,1.687,5099.1,999.0,0,0.0,1.0,0.0,0.0,1,7,0.0,3,3,1,1
1603,46.0,14,999,0,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0,0.0,1.0,0.0,2,8,0.0,2,8,1,1
1604,56.0,4,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,8,0.0,5,7,1,1
1605,33.0,3,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0,0.0,0.0,0.0,1,7,0.0,5,8,1,1
1606,31.0,7,999,0,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.0,0.0,0.0,1.0,4,7,0.0,12,6,1,1
1607,41.0,4,999,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,7,0.0,6,8,2,1
1608,38.0,1,999,0,-1.8,93.075,-47.1,1.406,5099.1,999.0,0,0.0,1.0,1.0,0.0,2,8,0.0,5,4,1,1
1609,40.0,2,999,1,-1.8,93.075,-47.1,1.479,5099.1,999.0,2,0.0,1.0,0.0,0.0,2,5,0.0,9,4,1,2
1610,41.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,0.0,1.0,1,7,0.0,6,5,2,1
1611,55.0,1,999,0,-3.4,92.431,-26.9,0.722,5017.5,999.0,0,1.0,1.0,0.0,0.0,2,8,0.0,8,10,1,1
1612,31.0,14,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,1.0,0.0,1.0,2,5,0.0,6,5,1,1
1613,27.0,3,6,2,-3.0,92.713,-33.0,0.707,5023.5,0.2,2,1.0,1.0,0.0,0.0,1,7,0.0,5,12,1,3
1614,42.0,7,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0,1.0,1.0,0.0,2,6,0.0,5,8,2,1
1615,46.0,15,999,0,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0.0,1.0,1.0,1.0,3,8,0.0,10,5,1,1
1616,29.0,10,999,0,-1.8,92.893,-46.2,1.244,5099.1,999.0,0,0.0,1.0,0.0,1.0,2,8,0.0,6,5,2,1
1617,27.0,1,0,5,-1.7,94.027,-38.3,0.9,4991.6,0.0,25,0.0,1.0,0.0,1.0,1,7,0.0,11,8,1,3
1618,32.0,1,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,8,0.0,5,8,1,1
1619,22.0,1,6,1,-3.4,92.431,-26.9,0.742,5017.5,0.2,3,1.0,1.0,0.0,0.0,1,5,0.0,11,10,1,3
1620,31.0,1,999,0,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0,1.0,1.0,0.0,1,4,0.0,4,7,1,1
1621,35.0,1,999,0,1.4,94.465,-41.8,4.865,5228.1,999.0,0,0.0,1.0,1.0,1.0,2,3,0.0,4,6,2,1
1622,38.0,2,7,1,-1.8,92.893,-46.2,1.334,5099.1,0.233333333333,1,1.0,1.0,0.0,0.0,2,5,0.0,4,5,1,3
1623,28.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,1.0,0.0,0.0,1,7,0.0,6,7,1,1
1624,26.0,1,16,1,-1.1,94.601,-49.5,0.977,4963.6,0.533333333333,2,0.0,0.0,0.0,1.0,1,6,0.0,5,10,2,3
1625,44.0,5,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,2,0.0,4,7,1,1
1626,46.0,5,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0,0.0,0.0,0.0,2,5,0.0,9,8,1,1
1627,37.0,1,999,0,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.0,0.0,0.0,1.0,2,7,0.0,3,6,1,1
1628,31.0,1,999,1,-2.9,92.201,-31.4,0.883,5076.2,999.0,0,0.0,1.0,0.0,0.0,2,7,0.0,7,8,1,2
1629,49.0,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0.0,1.0,0.0,0.0,2,5,0.0,6,11,1,1
1630,31.0,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,1.0,1.0,0.0,0.0,2,7,0.0,6,11,1,1
1631,31.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,8,0.0,6,7,1,1
1632,49.0,1,999,0,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,8,0.0,6,8,1,1
1633,33.0,9,999,0,1.4,93.444,-36.1,4.962,5228.1,999.0,0,0.0,0.0,0.0,0.0,1,8,0.0,5,8,1,1
1634,40.0,1,999,1,-2.9,92.201,-31.4,0.884,5076.2,999.0,2,0.0,0.0,0.0,0.0,2,7,0.0,3,8,1,2
1635,36.0,5,999,0,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,0.0,0.0,0.0,0.0,1,8,0.0,6,11,1,1
1636,27.0,11,999,0,1.4,93.918,-42.7,4.96,5228.1,999.0,0,0.0,1.0,0.0,0.0,1,5,0.0,5,7,2,1
1637,60.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,0.0,1.0,1.0,2,8,0.0,4,7,1,1
1638,31.0,4,999,0,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0.0,1.0,0.0,0.0,2,3,0.0,3,11,2,1
1639,36.0,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0.0,0.0,1.0,0.0,2,5,0.0,7,11,2,1
1640,31.0,5,999,0,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0.0,0.0,0.0,1.0,2,4,0.0,4,6,1,1
1641,34.0,1,999,0,1.4,94.465,-41.8,4.866,5228.1,999.0,0,0.0,0.0,0.0,1.0,2,5,0.0,9,6,1,1
1642,30.0,3,999,0,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,0.0,1.0,0.0,0.0,1,4,0.0,4,5,1,1
1643,31.0,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,0.0,1.0,0.0,0.0,2,5,0.0,6,5,1,1
1644,31.0,1,999,0,-1.7,94.027,-38.3,0.888,4991.6,999.0,0,0.0,1.0,0.0,1.0,2,8,0.0,6,8,2,1
1645,52.0,3,999,0,1.4,93.444,-36.1,4.966,5228.1,999.0,0,0.0,1.0,0.0,0.0,3,5,0.0,2,8,1,1
1646,38.0,4,999,0,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0.0,0.0,0.0,1.0,2,4,0.0,2,6,1,1
1647,33.0,3,999,1,-0.1,93.2,-42.0,4.021,5195.8,999.0,2,0.0,1.0,0.0,1.0,2,7,0.0,6,11,1,2
1648,31.0,2,999,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0.0,0.0,0.0,1.0,2,8,0.0,6,5,1,1
1649,31.0,2,999,0,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.0,1.0,0.0,1.0,2,8,0.0,5,6,2,1
1650,36.0,10,999,0,1.4,93.918,-42.7,4.96,5228.1,999.0,0,0.0,0.0,0.0,0.0,1,8,0.0,4,7,2,1
1651,31.0,2,999,0,1.4,94.465,-41.8,4.967,5228.1,999.0,0,0.0,0.0,0.0,1.0,2,6,0.0,5,6,1,1
1652,34.0,2,999,0,-1.8,93.075,-47.1,1.453,5099.1,999.0,0,0.0,1.0,0.0,0.0,2,7,0.0,3,4,1,1
1653,54.0,1,999,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,7,0.0,5,8,1,1
1654,31.0,1,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0,1.0,0.0,0.0,1,7,0.0,6,8,1,1
1655,44.0,2,999,0,1.4,93.918,-42.7,4.96,5228.1,999.0,0,0.0,0.0,1.0,1.0,3,3,0.0,4,7,2,1
1656,47.0,33,999,0,1.4,93.918,-42.7,4.968,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,6,0.0,5,7,1,1
1657,31.0,3,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,1.0,0.0,1.0,3,8,0.0,6,5,2,1
1658,31.0,1,6,1,-1.8,92.893,-46.2,1.266,5099.1,0.2,1,1.0,0.0,0.0,0.0,2,3,0.0,4,5,1,3
1659,56.0,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0.0,1.0,0.0,0.0,2,4,0.0,4,11,1,1
1660,32.0,2,999,0,1.4,94.465,-41.8,4.967,5228.1,999.0,0,1.0,0.0,0.0,1.0,2,8,0.0,4,6,1,1
1661,31.0,1,999,0,-2.9,92.201,-31.4,0.869,5076.2,999.0,0,0.0,0.0,0.0,0.0,3,7,0.0,3,8,1,1
1662,49.0,2,999,0,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0.0,0.0,0.0,1.0,1,8,0.0,10,5,1,1
1663,31.0,5,999,1,-0.1,93.2,-42.0,4.076,5195.8,999.0,1,0.0,1.0,0.0,0.0,3,4,0.0,1,11,1,2
1664,33.0,3,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,1.0,0.0,1.0,2,4,0.0,4,5,1,1
1665,46.0,3,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,1.0,0.0,1.0,1,5,0.0,6,5,1,1
1666,46.0,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,0.0,1.0,0.0,0.0,2,8,0.0,6,5,2,1
1667,30.0,1,999,0,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0.0,1.0,0.0,1.0,3,6,0.0,5,5,1,1
1668,33.0,4,999,0,1.4,93.918,-42.7,4.96,5228.1,999.0,0,0.0,0.0,0.0,0.0,2,4,0.0,4,7,2,1
1669,32.0,2,999,0,-2.9,92.963,-40.8,1.26,5076.2,999.0,0,1.0,1.0,0.0,0.0,3,7,0.0,5,6,1,1
1670,39.0,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1.0,0.0,0.0,0.0,2,7,0.0,6,4,1,1
1671,31.0,2,999,0,1.1,93.994,-36.4,4.858,5191.0,999.0,0,0.0,0.0,0.0,1.0,3,7,0.0,3,5,1,1
1672,31.0,2,999,0,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0,0.0,1.0,0.0,3,4,0.0,4,7,1,1
1673,28.0,2,999,0,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0.0,1.0,0.0,1.0,2,8,0.0,4,5,1,1
1674,57.0,1,999,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.0,0.0,0.0,0.0,2,7,0.0,3,8,1,1
1675,40.0,4,999,0,-1.8,92.893,-46.2,1.327,5099.1,999.0,0,0.0,1.0,0.0,0.0,2,8,0.0,4,5,1,1
1676,43.0,1,999,0,-1.8,93.075,-47.1,1.435,5099.1,999.0,0,0.0,0.0,0.0,0.0,2,6,0.0,5,4,1,1
1677,58.0,2,999,0,-1.8,93.075,-47.1,1.415,5099.1,999.0,0,1.0,1.0,0.0,0.0,3,8,0.0,8,4,1,1
1678,42.0,1,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0,0.0,1.0,0.0,2,7,0.0,5,8,1,1
1679,31.0,2,999,1,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,0.0,0.0,0.0,0.0,2,3,0.0,6,5,1,2
1680,41.0,3,999,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.0,1.0,1.0,0.0,3,6,0.0,10,8,1,1
1681,31.0,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,0.0,1.0,0.0,0.0,2,8,0.0,9,5,1,1
1682,31.0,3,999,0,1.4,94.465,-41.8,4.96,5228.1,999.0,0,0.0,1.0,1.0,1.0,1,8,0.0,4,6,2,1
1683,27.0,9,999,0,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0,0.0,0.0,0.0,2,6,0.0,5,7,1,1
1684,46.0,1,999,0,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0,1.0,0.0,0.0,3,8,0.0,6,7,1,1
1685,38.0,2,999,0,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,1.0,0.0,0.0,0.0,2,8,0.0,1,11,1,1
1686,44.0,1,999,0,-1.7,94.055,-39.8,0.742,4991.6,999.0,0,1.0,1.0,0.0,0.0,3,6,0.0,1,6,1,1
1687,45.0,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0.0,1.0,0.0,0.0,2,7,0.0,1,11,2,1
1688,25.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,1.0,0.0,0.0,3,8,0.0,5,7,1,1
1689,33.0,3,999,0,-1.8,92.893,-46.2,1.244,5099.1,999.0,0,0.0,1.0,1.0,0.0,1,6,0.0,5,5,2,1
1690,31.0,3,999,0,1.4,94.465,-41.8,4.865,5228.1,999.0,0,0.0,1.0,0.0,1.0,2,5,0.0,6,6,2,1
1691,35.0,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,0.0,1.0,1.0,0.0,2,8,0.0,6,5,1,1
1692,31.0,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,999.0,3,0.0,0.0,0.0,0.0,2,8,0.0,6,4,1,2
