,custAge,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,housing_new,loan_new,contact_new,marital_new,schooling_new,default_new,profession_new,month_new,day_of_week_new,poutcome_new
8500,31.0,2,999,0,1.4,93.444,-36.1,4.967,5228.1,999.0,0,1.0,1.0,0.0,1,8,0.0,5,8,1,1
8501,34.0,5,999,0,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,0.0,1.0,0.0,1,7,0.0,6,5,2,1
8502,31.0,30,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,1.0,0.0,0.0,2,8,0.0,9,7,1,1
8503,31.0,2,999,0,-1.8,92.893,-46.2,1.334,5099.1,999.0,0,1.0,0.0,0.0,2,3,0.0,4,5,1,1
8504,25.0,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,999.0,3,1.0,0.0,0.0,2,7,0.0,6,4,2,2
8505,33.0,2,999,0,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0.0,0.0,1.0,2,7,0.0,6,6,1,1
8506,34.0,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,999.0,0,1.0,1.0,0.0,2,7,0.0,3,5,1,1
8507,40.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,1.0,2,8,0.0,4,5,2,1
8508,26.0,1,999,0,1.4,93.918,-42.7,4.96,5228.1,999.0,0,1.0,0.0,0.0,1,8,0.0,9,7,1,1
8509,57.0,16,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,0.0,1.0,2,8,0.0,1,7,1,1
8510,53.0,13,999,1,-1.8,92.893,-46.2,1.281,5099.1,999.0,1,1.0,0.0,0.0,2,7,0.0,3,5,1,2
8511,31.0,1,999,2,-3.4,92.431,-26.9,0.742,5017.5,999.0,10,1.0,0.0,0.0,2,7,0.0,6,10,1,2
8512,31.0,3,999,0,-1.8,93.075,-47.1,1.392,5099.1,999.0,0,0.0,0.0,1.0,2,7,0.0,8,4,2,1
8513,31.0,1,999,0,1.1,93.994,-36.4,4.86,5191.0,999.0,0,1.0,0.0,1.0,1,5,0.0,4,5,1,1
8514,32.0,4,999,0,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,1.0,0.0,1.0,1,7,0.0,1,11,1,1
8515,29.0,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0.0,0.0,0.0,2,8,0.0,4,11,1,1
8516,48.0,4,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,0.0,0.0,2,2,0.0,8,7,2,1
8517,31.0,7,999,0,1.1,93.994,-36.4,4.855,5191.0,999.0,0,1.0,1.0,1.0,1,2,0.0,10,5,1,1
8518,31.0,1,999,0,1.4,94.465,-41.8,4.96,5228.1,999.0,0,1.0,0.0,1.0,2,8,0.0,12,6,2,1
8519,45.0,5,999,0,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0.0,0.0,0.0,2,8,0.0,6,8,1,1
8520,44.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,1.0,1.0,1.0,3,7,0.0,5,7,2,1
8521,56.0,4,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,1.0,1.0,1.0,2,8,0.0,8,5,1,1
8522,42.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,0.0,0.0,2,8,0.0,4,7,1,1
8523,47.0,1,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,1.0,0.0,0.0,2,8,0.0,4,8,1,1
8524,32.0,1,999,0,1.4,93.918,-42.7,4.957,5228.1,999.0,0,1.0,0.0,0.0,1,8,0.0,4,7,1,1
8525,31.0,2,999,0,1.4,93.918,-42.7,4.958,5228.1,999.0,0,0.0,0.0,0.0,1,5,0.0,9,7,1,1
8526,31.0,1,999,0,1.4,94.465,-41.8,4.959,5228.1,999.0,0,1.0,0.0,1.0,1,8,0.0,1,6,1,1
8527,24.0,1,999,2,-2.9,92.201,-31.4,0.873,5076.2,999.0,8,0.0,0.0,0.0,1,8,0.0,11,8,1,2
8528,46.0,4,999,0,-1.8,93.075,-47.1,1.479,5099.1,999.0,0,1.0,0.0,0.0,2,5,0.0,3,4,1,1
8529,31.0,1,999,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,1.0,0.0,1.0,2,8,0.0,4,5,1,1
8530,31.0,5,999,0,1.1,93.994,-36.4,4.858,5191.0,999.0,0,1.0,1.0,1.0,2,8,0.0,4,5,1,1
8531,31.0,5,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,1.0,0.0,0.0,2,2,0.0,4,8,1,1
8532,31.0,2,999,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,1.0,1.0,1.0,2,5,0.0,4,5,1,1
8533,33.0,2,999,0,1.4,94.465,-41.8,4.865,5228.1,999.0,0,0.0,0.0,1.0,1,8,0.0,9,6,2,1
8534,31.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,1.0,0.0,0.0,2,8,0.0,9,7,2,1
8535,29.0,1,999,0,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0.0,0.0,0.0,1,7,0.0,6,8,1,1
8536,46.0,1,999,0,-1.8,93.075,-47.1,1.445,5099.1,999.0,0,0.0,1.0,0.0,3,4,0.0,4,4,1,1
8537,31.0,1,999,1,-3.4,92.649,-30.1,0.716,5017.5,999.0,1,0.0,1.0,0.0,2,4,0.0,12,11,1,2
8538,27.0,3,999,1,-1.8,92.893,-46.2,1.244,5099.1,999.0,0,1.0,1.0,0.0,1,5,0.0,9,5,2,2
8539,56.0,1,999,0,1.4,93.918,-42.7,4.961,5228.1,999.0,0,1.0,0.0,0.0,2,8,0.0,4,7,1,1
8540,45.0,1,999,0,1.4,93.918,-42.7,4.961,5228.1,999.0,0,1.0,1.0,0.0,3,7,0.0,3,7,1,1
8541,28.0,3,999,0,1.4,93.918,-42.7,4.96,5228.1,999.0,0,0.0,1.0,0.0,2,4,0.0,4,7,2,1
8542,55.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,1.0,3,8,0.0,2,5,2,1
8543,31.0,1,999,0,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0.0,0.0,1.0,2,7,0.0,1,6,1,1
8544,53.0,3,999,0,1.4,93.918,-42.7,4.96,5228.1,999.0,0,0.0,0.0,0.0,3,7,0.0,1,7,2,1
8545,35.0,1,11,2,-1.7,94.215,-40.3,0.835,4991.6,0.366666666667,2,1.0,0.0,0.0,1,8,0.0,5,7,1,3
8546,31.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,1.0,0.0,1.0,1,2,0.0,10,5,1,1
8547,21.0,4,999,0,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0.0,0.0,1.0,1,8,0.0,5,6,1,1
8548,31.0,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0.0,0.0,0.0,2,7,0.0,8,4,1,1
8549,43.0,4,3,1,-1.8,92.893,-46.2,1.354,5099.1,0.1,2,1.0,0.0,0.0,2,5,0.0,6,5,2,3
8550,35.0,2,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,1.0,0.0,0.0,2,7,0.0,6,8,1,1
8551,39.0,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,1.0,1.0,0.0,1,7,0.0,6,5,2,1
8552,38.0,1,999,0,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.0,0.0,1.0,2,7,0.0,6,6,1,1
8553,61.0,3,999,0,-1.8,92.893,-46.2,1.266,5099.1,999.0,0,1.0,1.0,0.0,1,2,0.0,12,5,1,1
8554,28.0,7,999,0,1.1,93.994,-36.4,4.864,5191.0,999.0,0,1.0,0.0,1.0,2,3,0.0,4,5,1,1
8555,33.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,0.0,1.0,2,5,0.0,5,7,1,1
8556,46.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,1.0,2,4,0.0,3,5,2,1
8557,31.0,4,999,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.0,0.0,0.0,1,8,0.0,6,8,2,1
8558,31.0,3,999,0,1.4,93.918,-42.7,4.96,5228.1,999.0,0,1.0,0.0,0.0,2,4,0.0,6,7,2,1
8559,46.0,2,999,0,1.1,93.994,-36.4,4.858,5191.0,999.0,0,0.0,0.0,1.0,3,4,0.0,4,5,1,1
8560,31.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,1.0,0.0,0.0,1,4,0.0,4,7,2,1
8561,31.0,3,999,0,-2.9,92.201,-31.4,0.829,5076.2,999.0,0,0.0,0.0,0.0,1,8,0.0,1,8,1,1
8562,42.0,5,999,0,-1.8,92.893,-46.2,1.281,5099.1,999.0,0,0.0,0.0,0.0,2,8,0.0,6,5,1,1
8563,31.0,1,999,1,-1.8,92.893,-46.2,1.344,5099.1,999.0,3,1.0,0.0,0.0,1,7,0.0,3,5,1,2
8564,31.0,10,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,1.0,0.0,1,8,0.0,6,7,1,1
8565,34.0,2,999,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,1.0,0.0,1.0,2,4,0.0,4,5,1,1
8566,33.0,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0.0,0.0,0.0,1,7,0.0,6,4,1,1
8567,50.0,2,999,0,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0.0,0.0,1.0,2,2,0.0,1,8,1,1
8568,45.0,2,999,0,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0,0.0,0.0,2,5,0.0,3,8,1,1
8569,31.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,1.0,0.0,0.0,2,3,0.0,4,7,1,1
8570,31.0,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,999.0,1,1.0,0.0,0.0,1,7,0.0,6,5,1,2
8571,44.0,1,999,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.0,0.0,0.0,2,3,0.0,4,8,1,1
8572,58.0,2,999,0,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.0,0.0,1.0,1,6,0.0,6,6,1,1
8573,31.0,6,999,1,-1.8,92.893,-46.2,1.266,5099.1,999.0,1,1.0,0.0,0.0,2,6,0.0,5,5,1,2
8574,31.0,6,999,0,1.4,93.918,-42.7,4.96,5228.1,999.0,0,0.0,0.0,0.0,1,8,0.0,4,7,2,1
8575,31.0,2,999,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.0,0.0,0.0,2,7,0.0,3,8,2,1
8576,54.0,1,999,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0.0,1.0,1.0,2,6,0.0,5,5,1,1
8577,45.0,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1.0,0.0,0.0,2,8,0.0,4,4,1,1
8578,28.0,5,999,0,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0.0,0.0,1.0,1,7,0.0,11,6,1,1
8579,31.0,6,999,0,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,1.0,1.0,0.0,2,3,0.0,4,11,1,1
8580,33.0,1,999,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.0,0.0,0.0,3,7,0.0,6,8,1,1
8581,31.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,1.0,0.0,0.0,2,7,0.0,3,7,2,1
8582,38.0,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,1.0,0.0,0.0,1,7,0.0,6,5,1,1
8583,30.0,1,999,3,-1.1,94.199,-37.5,0.878,4963.6,999.0,3,1.0,0.0,0.0,1,8,0.0,9,9,1,2
8584,27.0,1,999,0,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0,0.0,0.0,1,7,0.0,5,7,1,1
8585,41.0,1,999,0,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0,1.0,0.0,3,4,0.0,2,7,1,1
8586,31.0,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,1.0,0.0,0.0,2,8,0.0,7,11,1,1
8587,31.0,2,999,0,1.4,94.465,-41.8,4.967,5228.1,999.0,0,1.0,0.0,1.0,2,6,0.0,5,6,1,1
8588,35.0,3,999,0,1.4,93.918,-42.7,4.963,5228.1,999.0,0,1.0,0.0,0.0,1,4,0.0,6,7,1,1
8589,48.0,3,999,0,1.4,93.918,-42.7,4.961,5228.1,999.0,0,1.0,0.0,0.0,2,8,0.0,10,7,1,1
8590,29.0,2,999,0,1.4,93.918,-42.7,4.96,5228.1,999.0,0,1.0,0.0,0.0,2,8,0.0,6,7,2,1
8591,24.0,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,1.0,0.0,0.0,1,5,0.0,11,4,1,1
8592,29.0,1,999,0,1.4,94.465,-41.8,4.947,5228.1,999.0,0,1.0,0.0,1.0,1,4,0.0,4,6,1,1
8593,29.0,1,999,0,1.4,93.444,-36.1,4.968,5228.1,999.0,0,1.0,0.0,0.0,1,6,0.0,5,8,1,1
8594,34.0,1,999,0,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.0,0.0,1.0,2,3,0.0,9,6,1,1
8595,31.0,9,999,0,1.4,93.444,-36.1,4.964,5228.1,999.0,0,1.0,0.0,0.0,2,8,0.0,10,8,1,1
8596,36.0,1,999,0,-3.4,92.379,-29.8,0.773,5017.5,999.0,0,1.0,0.0,0.0,2,7,0.0,6,9,1,1
8597,30.0,3,999,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,1.0,0.0,0.0,2,5,0.0,4,8,2,1
8598,50.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,1.0,0.0,1.0,2,2,0.0,4,5,1,1
8599,31.0,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0.0,0.0,0.0,1,6,0.0,6,11,1,1
8600,37.0,3,999,0,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,1.0,0.0,0.0,2,5,0.0,4,5,1,1
8601,38.0,3,999,0,1.1,93.994,-36.4,4.86,5191.0,999.0,0,1.0,0.0,1.0,2,5,0.0,6,5,1,1
8602,47.0,8,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,1.0,1.0,1.0,2,8,0.0,4,5,2,1
8603,31.0,7,999,0,-1.8,92.893,-46.2,1.266,5099.1,999.0,0,0.0,1.0,0.0,2,7,0.0,6,5,1,1
8604,31.0,5,999,0,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0,0.0,0.0,1,6,0.0,5,8,1,1
8605,31.0,3,18,3,-1.7,94.027,-38.3,0.898,4991.6,0.6,3,1.0,0.0,0.0,1,8,0.0,11,8,2,2
8606,40.0,6,999,0,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,1.0,0.0,0.0,2,8,0.0,6,11,1,1
8607,35.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,1.0,0.0,1.0,1,5,0.0,6,5,1,1
8608,52.0,1,999,1,-0.1,93.2,-42.0,4.191,5195.8,999.0,1,1.0,1.0,0.0,2,8,0.0,6,11,2,2
8609,50.0,2,999,0,1.4,94.465,-41.8,4.961,5228.1,999.0,0,1.0,0.0,1.0,2,7,0.0,6,6,1,1
8610,41.0,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0.0,0.0,0.0,2,6,0.0,6,4,2,1
8611,45.0,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0.0,0.0,0.0,2,4,0.0,5,11,1,1
8612,58.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,1.0,0.0,1.0,2,8,0.0,8,7,2,1
8613,42.0,2,999,0,-1.8,92.893,-46.2,1.266,5099.1,999.0,0,0.0,0.0,0.0,2,2,0.0,4,5,1,1
8614,34.0,6,999,0,1.4,93.918,-42.7,4.957,5228.1,999.0,0,0.0,0.0,0.0,2,8,0.0,4,7,1,1
8615,81.0,6,999,0,-3.4,92.649,-30.1,0.719,5017.5,999.0,0,1.0,0.0,0.0,3,2,0.0,2,11,1,1
8616,32.0,5,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,1.0,0.0,0.0,2,6,0.0,5,8,2,1
8617,31.0,1,999,0,1.4,93.918,-42.7,4.958,5228.1,999.0,0,0.0,0.0,0.0,2,5,0.0,6,7,1,1
8618,46.0,2,999,1,-0.1,93.2,-42.0,4.12,5195.8,999.0,1,1.0,0.0,1.0,1,5,0.0,6,11,1,2
8619,54.0,2,999,0,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0.0,1.0,1.0,2,8,0.0,6,5,1,1
8620,31.0,5,999,0,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,0.0,0.0,0.0,1,5,0.0,6,5,1,1
8621,31.0,3,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,1.0,0.0,1.0,2,2,0.0,2,5,2,1
8622,39.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,1.0,2,5,0.0,9,5,1,1
8623,36.0,1,999,0,1.4,93.918,-42.7,4.96,5228.1,999.0,0,1.0,0.0,0.0,2,8,0.0,5,7,1,1
8624,31.0,4,999,0,1.4,93.918,-42.7,4.96,5228.1,999.0,0,0.0,0.0,0.0,2,8,0.0,7,7,2,1
8625,45.0,1,999,0,1.4,94.465,-41.8,4.866,5228.1,999.0,0,1.0,0.0,1.0,2,4,0.0,4,6,1,1
8626,32.0,2,999,0,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0.0,0.0,1.0,2,7,0.0,6,5,1,1
8627,42.0,3,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,1.0,0.0,1.0,2,6,0.0,5,5,1,1
8628,31.0,6,6,3,-3.4,92.431,-26.9,0.754,5017.5,0.2,3,1.0,0.0,0.0,2,8,0.0,5,10,1,2
8629,39.0,1,999,0,1.4,93.918,-42.7,4.96,5228.1,999.0,0,1.0,0.0,0.0,2,8,0.0,6,7,2,1
8630,25.0,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,999.0,0,0.0,0.0,0.0,1,8,0.0,6,6,2,1
8631,48.0,8,999,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0.0,0.0,1.0,2,7,0.0,1,5,1,1
8632,31.0,5,999,0,1.4,93.918,-42.7,4.963,5228.1,999.0,0,1.0,0.0,0.0,1,6,0.0,4,7,1,1
8633,38.0,1,999,0,1.1,93.994,-36.4,4.855,5191.0,999.0,0,1.0,0.0,1.0,2,3,0.0,7,5,1,1
8634,30.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,1.0,0.0,1.0,1,8,0.0,4,5,2,1
8635,34.0,2,999,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.0,0.0,0.0,1,7,0.0,6,8,2,1
8636,28.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,1.0,0.0,0.0,1,6,0.0,5,7,1,1
8637,34.0,1,999,0,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0,1.0,0.0,2,5,0.0,5,7,1,1
8638,78.0,2,999,0,-3.4,92.431,-26.9,0.72,5017.5,999.0,0,0.0,0.0,1.0,3,3,0.0,8,10,1,1
8639,58.0,1,999,0,1.4,94.465,-41.8,4.864,5228.1,999.0,0,1.0,1.0,1.0,2,6,0.0,5,6,1,1
8640,41.0,1,999,0,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0,0.0,0.0,3,7,0.0,6,8,1,1
8641,35.0,3,999,0,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0,0.0,1.0,2,8,0.0,1,7,1,1
8642,49.0,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,1.0,1.0,0.0,1,4,0.0,6,11,1,1
8643,42.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,1.0,0.0,1.0,2,5,0.0,9,5,1,1
8644,27.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,1.0,0.0,0.0,2,3,0.0,10,7,1,1
8645,30.0,3,999,0,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0,0.0,0.0,2,7,0.0,6,8,1,1
8646,50.0,12,999,0,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0,0.0,1.0,2,8,0.0,6,8,1,1
8647,56.0,5,999,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.0,0.0,0.0,2,8,0.0,9,8,2,1
8648,36.0,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0.0,0.0,0.0,2,8,0.0,4,4,1,1
8649,78.0,1,999,2,-1.1,94.199,-37.5,0.884,4963.6,999.0,6,0.0,0.0,0.0,3,5,0.0,8,9,1,2
8650,37.0,3,999,0,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,0.0,0.0,0.0,3,8,0.0,9,5,1,1
8651,46.0,2,999,0,-2.9,92.201,-31.4,0.884,5076.2,999.0,0,0.0,1.0,0.0,2,8,0.0,12,8,1,1
8652,31.0,4,999,0,1.4,93.918,-42.7,4.961,5228.1,999.0,0,1.0,0.0,0.0,1,6,0.0,5,7,1,1
8653,45.0,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,1.0,0.0,0.0,2,8,0.0,5,11,1,1
8654,38.0,2,999,0,1.4,93.918,-42.7,4.968,5228.1,999.0,0,0.0,0.0,0.0,2,8,0.0,9,7,1,1
8655,58.0,9,999,0,-1.8,92.893,-46.2,1.244,5099.1,999.0,0,1.0,0.0,1.0,3,8,0.0,3,5,2,1
8656,37.0,1,18,1,-1.8,93.749,-34.6,0.659,5008.7,0.6,1,0.0,0.0,0.0,2,6,0.0,5,4,1,3
8657,78.0,1,999,1,-3.4,92.379,-29.8,0.781,5017.5,999.0,1,1.0,0.0,0.0,2,8,0.0,12,9,1,2
8658,31.0,1,999,0,1.4,94.465,-41.8,4.962,5228.1,999.0,0,0.0,0.0,1.0,2,8,0.0,2,6,1,1
8659,34.0,3,999,1,-0.1,93.2,-42.0,4.153,5195.8,999.0,2,1.0,1.0,0.0,2,7,0.0,3,11,1,2
8660,38.0,2,999,0,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,1.0,0.0,0.0,2,8,0.0,1,4,1,1
8661,36.0,1,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,1.0,0.0,0.0,3,8,0.0,6,8,2,1
8662,42.0,1,999,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0.0,0.0,1.0,2,4,0.0,5,5,1,1
8663,46.0,5,999,2,-1.8,93.075,-47.1,1.405,5099.1,999.0,2,0.0,0.0,0.0,2,5,0.0,6,4,2,2
8664,33.0,2,999,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,1.0,0.0,0.0,1,7,0.0,6,8,2,1
8665,31.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,1.0,2,8,0.0,5,5,2,1
8666,55.0,4,999,0,1.4,94.465,-41.8,4.864,5228.1,999.0,0,1.0,0.0,1.0,3,8,0.0,8,6,1,1
8667,31.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,1.0,0.0,1.0,2,4,0.0,4,5,2,1
8668,57.0,13,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,1.0,1.0,0.0,3,8,0.0,7,7,1,1
8669,48.0,1,999,0,1.4,93.444,-36.1,4.97,5228.1,999.0,0,0.0,0.0,0.0,2,7,0.0,4,8,1,1
8670,47.0,1,999,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0.0,0.0,1.0,3,2,0.0,12,5,1,1
8671,47.0,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0.0,0.0,0.0,2,4,0.0,3,11,1,1
8672,31.0,1,999,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,1.0,0.0,1.0,2,5,0.0,9,5,1,1
8673,31.0,3,999,0,-1.8,93.749,-34.6,0.645,5008.7,999.0,0,0.0,0.0,0.0,2,5,0.0,6,4,1,1
8674,38.0,2,999,0,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0.0,0.0,0.0,2,7,0.0,6,8,1,1
8675,31.0,1,999,0,-2.9,92.201,-31.4,0.849,5076.2,999.0,0,1.0,1.0,0.0,1,8,0.0,11,8,1,1
8676,37.0,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,1.0,1.0,0.0,2,7,0.0,10,5,1,1
8677,55.0,3,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0,0.0,0.0,2,4,0.0,9,8,1,1
8678,33.0,3,999,0,-2.9,92.469,-33.6,0.927,5076.2,999.0,0,0.0,1.0,0.0,3,7,0.0,6,7,1,1
8679,31.0,2,999,0,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0,0.0,0.0,3,6,0.0,5,8,1,1
8680,33.0,2,999,0,-1.8,92.893,-46.2,1.244,5099.1,999.0,0,0.0,0.0,0.0,1,5,0.0,4,5,2,1
8681,34.0,1,999,0,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.0,0.0,1.0,2,8,0.0,6,6,1,1
8682,31.0,5,999,0,-3.4,92.431,-26.9,0.739,5017.5,999.0,0,1.0,1.0,0.0,2,8,0.0,6,10,1,1
8683,48.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,1.0,2,5,0.0,5,5,1,1
8684,29.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,1.0,0.0,1.0,1,7,0.0,3,7,2,1
8685,31.0,2,999,0,-1.8,92.893,-46.2,1.259,5099.1,999.0,0,0.0,1.0,0.0,1,6,0.0,11,5,1,1
8686,40.0,1,999,0,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0.0,0.0,1.0,2,7,0.0,6,5,1,1
8687,31.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,1.0,0.0,1.0,1,5,0.0,9,5,1,1
8688,47.0,1,999,0,-1.7,94.055,-39.8,0.742,4991.6,999.0,0,1.0,0.0,1.0,3,6,0.0,5,6,1,1
8689,34.0,1,7,1,-1.8,92.893,-46.2,1.27,5099.1,0.233333333333,2,1.0,1.0,0.0,2,7,0.0,6,5,1,3
8690,32.0,2,999,0,1.4,93.444,-36.1,4.964,5228.1,999.0,0,1.0,0.0,0.0,2,7,0.0,5,8,1,1
8691,31.0,3,999,0,1.1,93.994,-36.4,4.858,5191.0,999.0,0,0.0,0.0,1.0,2,6,0.0,6,5,2,1
8692,31.0,1,999,0,1.4,93.918,-42.7,4.96,5228.1,999.0,0,1.0,0.0,0.0,2,4,0.0,5,7,2,1
8693,40.0,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,0.0,0.0,0.0,2,2,0.0,4,5,1,1
8694,39.0,2,999,1,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,0.0,0.0,1.0,2,4,0.0,4,11,1,2
8695,38.0,8,999,0,1.4,93.918,-42.7,4.961,5228.1,999.0,0,0.0,0.0,0.0,3,8,0.0,6,7,1,1
8696,31.0,1,999,0,-1.7,94.055,-39.8,0.702,4991.6,999.0,0,0.0,0.0,1.0,1,8,0.0,5,6,1,1
8697,31.0,2,999,0,1.4,93.444,-36.1,4.966,5228.1,999.0,0,1.0,0.0,0.0,1,7,0.0,5,8,1,1
8698,31.0,2,999,0,1.4,93.918,-42.7,4.955,5228.1,999.0,0,1.0,0.0,1.0,2,6,0.0,5,7,1,1
8699,31.0,11,999,0,1.4,94.465,-41.8,4.866,5228.1,999.0,0,0.0,0.0,1.0,2,4,0.0,4,6,1,1
